ID,Title,Created At,Closed At
19833,"nxos_config: can not set ""spanning-tree port type edge""",2017-01-03T21:17:58Z,
19831,efs_facts doesn't report permission errors and runs forever,2017-01-03T20:57:39Z,
19829,jenkins_plugin failing in certain scenarios ,2017-01-03T20:37:56Z,2017-01-04T13:20:30Z
19827,ec2_group Errors using self referencing groups,2017-01-03T19:13:51Z,2017-01-10T01:13:21Z
19825,win_reboot never successfully continues after reboot is successful ,2017-01-03T18:54:23Z,
19818,service module: ubuntu xenial on travis: failure 1 running systemctl show for 'apache2': Failed to connect to bus: No such file or directory,2017-01-03T17:52:17Z,2017-01-04T10:42:55Z
19814,[2.2][hostname module] Could not set property: Failed to activate service 'org.freedesktop.hostname1': timed out,2017-01-03T17:50:44Z,
19813,macports module: support for state=latest (upgrade) and for variants,2017-01-03T17:46:18Z,
19810,Unable to add a new monitored server with zabbix_host on Zabbix 2.4.7,2017-01-03T16:47:53Z,
19809,git force=yes doesn't force a checkout if local changes exist on the target machine,2017-01-03T16:14:14Z,2017-01-06T22:41:06Z
19806,Redshift Cluster fails to Create -- InvalidClusterSubnetGroupStateFault,2017-01-03T15:09:57Z,2017-01-03T15:28:43Z
19803,Registered variable with dynamic name not working,2017-01-03T13:50:03Z,
19802,ec2_elb_lb intermittently failing to create an ELB with KeyError exception,2017-01-03T13:30:26Z,
19801,Error when removing VM with ovirt_vms,2017-01-03T13:08:42Z,
19799,cloudformation_facts module returned output dict is uncomfortable to use,2017-01-03T12:04:48Z,2017-01-04T13:52:50Z
19798,shippable test timeout at dnf integration test,2017-01-03T11:44:04Z,
19795,unreachable if ansible_password is encrypted by 'per variable' vault,2017-01-03T08:59:41Z,2017-01-04T17:17:20Z
19789,ec2_group: does not handle immutable description property properly ,2017-01-03T01:57:20Z,
19779,Copied files retain acl's of the become user,2017-01-02T18:43:30Z,
19767,"""module_stdout"": ""/usr/bin/python: not found\r\n",2017-01-01T08:28:40Z,2017-01-02T15:29:06Z
19766,azure_rm_virtualmachine - Creating a virtual machine from Marketplace image requires Plan information in the request,2016-12-31T14:47:47Z,
19765,notify on include does not run handler,2016-12-31T13:52:49Z,
19763,FreeBSD target: service: name=postgresql state=* hangs the whole playbook,2016-12-30T23:19:52Z,
19762,Task executor use .format() which have problem with \u2018 characters,2016-12-30T22:52:26Z,2017-01-04T08:20:22Z
19759,ec2_group - Using SG's from peered VPC's,2016-12-30T19:02:44Z,
19757,expansion of int values sometimes gives strings (when member of object),2016-12-30T17:45:58Z,
19755,ansible_processor on IBM S/390 not compatible with others,2016-12-30T13:20:09Z,
19751,cloud/amazon/rds don't wait while using modify and the wait param,2016-12-30T11:17:19Z,
19750,os_floating_ip shouldn't required server parameter in some cases,2016-12-30T10:47:15Z,
19748,pip package contains old code of stable-2.2 branch,2016-12-30T09:59:13Z,2017-01-05T17:44:56Z
19746,become breaks synchronize module,2016-12-30T08:58:14Z,
19745,Timezone module cannot set timezone in not systemd based system,2016-12-30T08:43:59Z,2017-01-03T16:22:39Z
19743,NameError when running docker_login task against Docker Hub,2016-12-30T07:16:59Z,2017-01-05T16:59:30Z
19735,vmware_* modules SSL failed on Ubuntu 16.04 even with validate_certs=False,2016-12-29T13:45:22Z,
19733,rax_identity module - novaclient.v2.client.Client is not designed to be initialized directly,2016-12-29T13:00:27Z,2016-12-29T15:27:43Z
19731,copy: do not chmod() if mode is not set,2016-12-29T10:48:14Z,
19729,become: getcwd: cannot access parent directories: Permission denied,2016-12-29T09:50:08Z,2017-01-05T23:50:57Z
19728,Ansible to Solaris 5.10 not working but Solaris 5.11 ok,2016-12-29T08:14:58Z,
19724,ec2 volume creation breaks with older boto in v2,2016-12-28T23:25:59Z,
19722,difficult to make a complete offline-documentation,2016-12-28T22:41:49Z,
19721,get_url with checksum and !force won't fix file permissions,2016-12-28T22:15:06Z,
19720,Exit status of `ansible-playbook` not as documented,2016-12-28T22:05:02Z,
19718,bigip_facts can't find suds and bigsuds find modules,2016-12-28T19:04:38Z,2016-12-28T20:02:22Z
19714,apk: invalid expression sre_constants.error: multiple repeat,2016-12-28T14:06:11Z,
19711,Hostname module not permanent,2016-12-28T12:11:16Z,
19710,apt: unable to install deb from URI with python3 interpreter,2016-12-28T11:02:15Z,
19708,ansible expect not working for multiple prompt values,2016-12-28T09:01:58Z,2017-01-05T16:45:45Z
19706,facts/dmi information is broken,2016-12-28T03:59:30Z,2017-01-05T18:25:59Z
19704,Variable ansible_host is undefined in hostvars when using inventory,2016-12-27T23:05:21Z,2017-01-06T21:21:42Z
19702,Invalid Host error for host failed in previous play (dynamic inventory),2016-12-27T21:21:52Z,
19689,ZFS module idempotence problems with received dataset properties,2016-12-26T20:56:12Z,
19682,callback method v2_playbook_on_cleanup_task_start is not used,2016-12-26T14:30:49Z,
19673,meta: clear_host_errors not working on tasks,2016-12-24T13:50:40Z,
19672,Ansible:Synchronize module throwing UNREACHABLE! error,2016-12-24T11:50:10Z,
19670,azure_rm_storageaccount module throws AuthorizationFailed error,2016-12-23T23:17:20Z,
19659,rabbitmq_user should not update permissions each time,2016-12-23T09:38:39Z,
19658,ec2_lc_find | KeyError with AssociatePublicIpAddress key not existing,2016-12-23T08:30:18Z,2017-01-03T20:23:09Z
19656,iptables module uses --icmp-type instead of --icmpv6-type in IPv6 context,2016-12-23T04:09:28Z,2016-12-27T07:29:08Z
19652,nxos_ntp: module fails if no NTP config is present,2016-12-22T22:07:16Z,
19649,Ansible sub-role loads variables from parent role,2016-12-22T20:27:54Z,
19647,handlers executed repeatedly,2016-12-22T19:20:03Z,2016-12-23T05:33:25Z
19646,typo in junos_config.py breaks configuration rollbacks,2016-12-22T18:55:01Z,2016-12-22T19:56:13Z
19643,Variables type change from int to string during math manipulations,2016-12-22T17:40:07Z,2016-12-22T20:50:44Z
19638,ec2_ami_copy | The parameter Encrypted is not recognized,2016-12-22T14:44:49Z,
19635,Dependency not executed multiple time even with allow_duplicates: yes,2016-12-22T12:28:43Z,2017-01-03T10:33:13Z
19630,script module show job successed but the job is failed or not work,2016-12-22T00:53:10Z,
19625,module command cuts parameter,2016-12-21T20:44:30Z,2017-01-04T23:13:43Z
19622,os_network missing --dns-domain / dns based on hostnames not working in tenant,2016-12-21T18:38:55Z,
19621,os_server: stuck on auth parameters,2016-12-21T18:38:29Z,
19620,os_floating_ip doesn't provide feedback about assigned IP,2016-12-21T18:37:56Z,
19619,os_volume always returns `changed=true`,2016-12-21T18:37:07Z,
19618,with requests==2.12.1 os_network fails when auth_url has ipv6 address for host,2016-12-21T18:36:20Z,
19617,OpenStack modules don't work with cloud specified auth,2016-12-21T18:28:04Z,
19616,test,2016-12-21T18:27:27Z,2017-01-03T22:28:09Z
19615,ansible ios_facts ansible_net_model get few match,2016-12-21T18:27:20Z,
19614,Setting remote_group on os_security_group_rule fails with nova networking,2016-12-21T18:25:52Z,
19613,os_server: Error reporting with floating IP yet resources are still created,2016-12-21T18:25:17Z,
19611,openstack module (e.g. os_server  / os_network) ignore endpoint_type:,2016-12-21T18:22:42Z,
19610,os_security_group_rule is not idempotent for port_range_min: -1 as advertised in the documentation,2016-12-21T18:20:50Z,
19609,include in handler requires full path,2016-12-21T18:12:05Z,
19604,Alphabetical group_var precedence is not documented,2016-12-21T16:23:02Z,
19601,S3 module: GetObject needs ListBucket permissions,2016-12-21T14:32:06Z,
19600,"S3 module: Crash on nonexisting key, listing nonexisting keys.",2016-12-21T14:24:21Z,
19589,dict data from playbook get converted to string in Ansible 2.x,2016-12-21T05:22:06Z,2016-12-22T20:14:05Z
19586,eos_config: fails on earlier EOS versions due to session-config,2016-12-20T23:30:51Z,
19585,"osx_defaults ""Invalid value. Expected value to be an array""",2016-12-20T22:42:19Z,2017-01-05T23:45:27Z
19579,"Slack module escapes all message text, preventing use of Slack markup",2016-12-20T20:59:42Z,
19576,#19484 is breaking backward compatibility in ec2_eip,2016-12-20T19:09:03Z,2017-01-04T14:12:39Z
19574,cant connect to device if single quote is in password environment variable,2016-12-20T17:45:31Z,
19572,os_recordset module: Unable to have both A and AAAA records,2016-12-20T17:32:52Z,
19568,Ansible 2.2 - gc_storage module errors on new file to bucket,2016-12-20T16:40:38Z,2017-01-06T18:27:47Z
19559,ec2 Module issue in Ansible 2.2,2016-12-20T12:26:36Z,2017-01-04T21:10:29Z
19550,docker_container with empty links list always restarts,2016-12-20T09:23:16Z,
19549,docker_container with pull: true will always report changed,2016-12-20T09:22:40Z,
19548,get_url should not re-download url  if checksum of already present dest file is matching desired checksum,2016-12-20T08:50:59Z,2016-12-22T19:55:23Z
19547,I want to develop an agent for ansible if any one do the same thing,2016-12-20T06:40:16Z,2016-12-20T14:32:58Z
19539,vmware/vca_vapp: Improve error reporting when catalog cannot be found,2016-12-19T23:02:33Z,
19538,vmware/vca_vapp: network not attached to Vapp during creation,2016-12-19T23:01:42Z,
19534,file module : symlink detection,2016-12-19T21:38:34Z,
19533,Environment variables on remote nodes not available via lookup plugin,2016-12-19T20:42:55Z,2016-12-19T20:55:24Z
19529,netconf_config problem with ncclient ,2016-12-19T19:48:29Z,2017-01-03T15:52:23Z
19525,"pip: ""Unable to find any of pip2, pip to use.  pip needs to be installed.""",2016-12-19T17:22:39Z,2016-12-19T19:42:06Z
19521,ec2 module: instance_initiated_shutdown_behavior is invalid for instance-store backed AMIs,2016-12-19T16:31:54Z,
19520,Unexpected Exception: argument of type 'int' is not iterable,2016-12-19T16:10:30Z,
19516,service using systemd on Ubuntu 14.04,2016-12-19T14:08:51Z,2016-12-19T16:54:27Z
19514,with_items on mydict.keys() fails with AnsibleUndefinedVariable error,2016-12-19T13:35:44Z,
19512,"Handler task with async, poll and notify argument never notifies",2016-12-19T13:02:28Z,2016-12-20T12:27:32Z
19511,docker_service not working as expected on 2.2.0,2016-12-19T12:25:04Z,
19508,container deployed by docker_container module with networks parameter belongs to both specified my custom network and unspecifiede default bridge.,2016-12-19T10:42:39Z,
19507,Ansible 2.2 ignores homebrew installed python,2016-12-19T10:41:39Z,
19504,mongodb_user always reports as changed,2016-12-19T07:17:24Z,
19498,"Playbook, doesn't trigger rescue block / completely aborts, when referring to an unreferenced handler",2016-12-19T00:07:07Z,2016-12-20T15:25:43Z
19495,vsphere_guest: datastore does not exist when deploying on esxi 6,2016-12-18T19:54:53Z,
19494,unarchive and fetch action plugins report bogus error on failure,2016-12-18T18:38:36Z,2016-12-20T02:04:50Z
19478,ansible command module uses users's locale but states it is not affected by user's environment,2016-12-18T10:13:05Z,
19476,iptables module make policy and flush changes in check mode,2016-12-18T09:06:04Z,2016-12-21T14:36:48Z
19472,include_role: inside a block: does not work with when: (even for non-string condition) ,2016-12-17T22:47:03Z,
19469,ansible-galaxy can't install roles in a requirements file from a custom source if that role has the 'role' attribute,2016-12-17T16:35:57Z,
19466,redhat_subscription should not allow attaching subscriptions by name,2016-12-17T13:01:05Z,
19463,macports present test not reliable,2016-12-17T06:10:59Z,
19460,TRIAGE TEST,2016-12-16T22:19:16Z,
19452,ec2_eni module modifying instance to attach different eni than what was requested,2016-12-16T19:32:32Z,
19439,lineinfile crash instead of skipping inside a block when condition ,2016-12-16T15:18:22Z,2016-12-16T17:01:51Z
19438,include_role tasks has ansible-playbook seek roles before the actual task is run,2016-12-16T15:12:31Z,
19437,assemble module cannot assemble files with unicode characters in their name,2016-12-16T14:43:16Z,
19432,ansible-vault,2016-12-16T12:48:55Z,2017-01-03T16:12:34Z
19431,"""ansible_connection"" variable is read as ""smart"" in a loop when defined as ""local"" in inventory",2016-12-16T12:14:14Z,
19427,"Ansible attempting to terminate unrelated instance outside of inventory when using exact_count, instance_tags, and count_tag",2016-12-16T10:52:23Z,
19425,include_role doesn't work,2016-12-16T07:13:06Z,2016-12-16T17:15:03Z
19422,Services behaviour changed between v2.1.1 and 2.2.0,2016-12-16T04:28:26Z,
19420,Resizing the terminal window interrupts tasks when using pipelining,2016-12-16T03:39:23Z,
19419,How to access variable from the yaml file executed by command module ,2016-12-16T01:39:16Z,2016-12-16T18:04:46Z
19417,vmware_guest: Various problems with the current design (blocks imminent release),2016-12-15T22:18:43Z,
19398,Cannot find vars_files with relative paths using --list-tags and multiple playbook includes,2016-12-15T20:14:44Z,2016-12-22T03:02:59Z
19388,Sysctl Module Error,2016-12-15T17:24:46Z,
19387,docker_login fails with NameError in lib/ansible/modules/cloud/docker/docker_login.py,2016-12-15T17:05:41Z,
19382,[regression over 2.2] ios_config now returning .updates,2016-12-15T14:18:59Z,
19379,docker_image does not rebuild Docker image after Dockerfile is changed,2016-12-15T13:06:23Z,2016-12-20T03:04:52Z
19376,ansible_user isn't overridden using --extra-vars when used in with_items,2016-12-15T10:56:28Z,
19373,include in JINJA2-Template only works if included template is in same directory like the playbook,2016-12-15T09:10:52Z,2016-12-16T17:20:03Z
19371,ansible 2.2: docker_service 'Error starting project - ' ,2016-12-15T08:04:38Z,
19359,zfs: can't interpolate property name to set userquota,2016-12-14T21:54:48Z,
19356,"""AnsibleUndefinedVariable: 'unicode object' has no attribute when dict in json format",2016-12-14T20:27:23Z,2016-12-16T18:47:47Z
19352,Template update convert \n to actual new line,2016-12-14T18:21:53Z,
19351,"jenkins_plugin fails - (item={u'version': 2.0, u'name': u'scm-api'}) => {""details"": ""HTTP Error 403: Forbidden"", ""failed"": true, ""item"": {""name"": ""scm-api"", ""version"": 2.0}, ""msg"": ""Cannot get CSRF""}",2016-12-14T18:18:57Z,2016-12-21T09:50:26Z
19347,"When the tasks with with_items: ""{{ var }}"" inside a block are always evaluated",2016-12-14T16:48:06Z,2016-12-16T16:56:02Z
19342,nxos_vlan takes ~40 minutes to add one vlan,2016-12-14T14:59:27Z,
19340,var_prompt throws exception with non ascii chars in prompt and with private: yes,2016-12-14T14:34:56Z,
19339,nxos_ping: local variable 'body' referenced before assignment,2016-12-14T14:21:16Z,
19338,sudo yum install not working with ansible,2016-12-14T13:09:23Z,2016-12-14T15:54:40Z
19336,synchronize fail when currentuser@localhost tries to rsync to anotheruser@localhost on nonstandard ssh port,2016-12-14T12:38:25Z,
19326,vsphere_guest unable to add additional disks,2016-12-14T02:00:33Z,
19321,"pip fails to parse complex version specifications such as ""django>=1.8,<1.9""",2016-12-13T23:38:06Z,
19314,sendgrid module displays stack trace because of breaking changes made to the major version of underlying client library,2016-12-13T20:04:56Z,
19311,vsphere_guest requires hostname now,2016-12-13T18:16:25Z,
19310,s3_bucket with policy parameter not idempotent,2016-12-13T18:16:21Z,2017-01-03T20:29:55Z
19305,include_role unable to reference non-playbook variables in included role name,2016-12-13T16:14:53Z,
19290,git module: Task fails if 'origin' remote does not exist,2016-12-13T13:10:03Z,
19289,vmware_guest ignores disk changes when cloning from template,2016-12-13T12:20:11Z,2017-01-06T04:53:25Z
19287,fetch module: failed to transfer an existing file,2016-12-13T11:42:45Z,
19282,"Ansible 2.2 fails to run on Solaris 8 & 9, worked in 2.1",2016-12-13T10:44:21Z,2016-12-16T17:10:16Z
19280,timezone cannot change timezone in systemd based containers,2016-12-13T10:17:10Z,2016-12-20T02:18:13Z
19279,win_scheduled_task unable to disable a task,2016-12-13T10:10:36Z,
19278,"When parameter uses no_log=True, the content of parameter obfuscate also other paramter values",2016-12-13T09:42:32Z,
19276,ec2.py incorrectly returns empty output,2016-12-13T07:31:32Z,2016-12-18T02:40:02Z
19275,apache2_module fails to add module if module was added to config file already,2016-12-13T06:04:11Z,
19274,Ansible 2.2 can only access first host's facts when adhoc group contain many hosts,2016-12-13T03:39:26Z,
19271,Error while creating overlay network,2016-12-13T00:22:30Z,
19265,"urls.py crashes on Darwin under Python 3.5: An unknown error occurred: a bytes-like object is required, not 'str'",2016-12-12T23:17:49Z,2017-01-04T08:33:13Z
19259,ec2_facts is not setting ansible_ec2_placement_region correctly for EC2 Canada,2016-12-12T22:14:39Z,2016-12-30T15:26:09Z
19256,Contains Parameter Appears Not To Work in Find Module,2016-12-12T21:34:45Z,2016-12-14T13:11:28Z
19249,iam_policy not using role structure for policy_document path,2016-12-12T18:50:37Z,
19237,Error using fetch module on windows,2016-12-12T16:36:19Z,2016-12-15T14:26:13Z
19230,ansible template can't find attribute in loop in template,2016-12-12T15:02:58Z,
19226,ec2_group creates all-out egress rule on creation even if egress rule list is empty,2016-12-12T12:45:38Z,
19222,vmware_guest networks option using dict is problematic,2016-12-12T11:37:35Z,
19221,yum install failed but task outputs OK (with_items),2016-12-12T11:24:41Z,2016-12-15T11:26:19Z
19218,win_owner adsisearcher doesn't work remotely,2016-12-12T10:22:56Z,
19216,datadog_monitor is not idempotent,2016-12-12T09:51:19Z,
19214,Ad-hoc shell module freeze and never return to linux prompt,2016-12-12T08:51:41Z,
19213,win_regedit: change detection doesn't work for environment variables in registry keys of type expandstring,2016-12-12T08:27:49Z,
19203,Uri module reports urlopen error EOF occurred in violation of protocol (_ssl.c:590) when accessing a self-signed HTTPS url,2016-12-11T22:18:58Z,
19189,Django_manage + Python 3.5,2016-12-11T00:45:45Z,2017-01-04T06:43:33Z
19183,asa_config does not make config change,2016-12-10T22:44:24Z,
19177,set_facts with with_items fails to template the last item,2016-12-10T20:01:09Z,
19176,hostname module does not rename correctly on debian,2016-12-10T17:55:53Z,
19175,Impossible to set icmp_code or icmp_type to 0 in cs_securitygroup_rule,2016-12-10T17:38:17Z,2016-12-13T05:58:17Z
19154,Template module does not adhere to variable precedence,2016-12-10T13:24:00Z,
19139,git always pulls from master instead from tracking branch,2016-12-10T09:26:36Z,
19131,"pip module's new list-of-names feature (v2.2) breaks pip's ""extras""",2016-12-09T23:51:42Z,
19130,module ovirt_clusters fails with 'NoneType' object has no attribute 'policy',2016-12-09T23:46:58Z,2017-01-02T04:07:46Z
19128,Ansible randomly thinks apt command failed (either via the apt or the raw modules),2016-12-09T23:12:27Z,
19124,os_security_group_rule is unable to add a rule in default security group,2016-12-09T21:42:55Z,
19120,AWS modules should account for API throttling,2016-12-09T21:20:33Z,
19119,ec2: group_id doesn't seem to accept a list of security groups as documented,2016-12-09T21:20:04Z,
19118,ec2_vpc: Must specify resource_tags when deleting(!) VPC,2016-12-09T21:19:42Z,
19117,"ec2_group requires ""description"" to delete SG",2016-12-09T21:19:18Z,
19116,"ec2_elb_lb: Ansible didn't detect ""scheme"" change",2016-12-09T21:18:41Z,
19115,Tags are ignored on plays that are included that use with_items,2016-12-09T21:09:37Z,
19112,ec2 module: profile option ignored,2016-12-09T20:30:57Z,
19108,module junos_netconf fails when ssh key has a passphrase,2016-12-09T20:13:38Z,
19107,junos_config module fails if config statement not found on device ,2016-12-09T20:02:51Z,
19106,vpshere_guest: vm_nic options is not applied on reconfigure,2016-12-09T19:59:27Z,
19104,win_copy module error in 2.2.0.0 (Unable to find '%s' in expected paths.),2016-12-09T19:54:19Z,
19103,docker_container sends volume to docker API erroneously,2016-12-09T19:53:30Z,
19102,"Multiple *'s in package specs causes apt commands to fail, despite fnmatch properly matching",2016-12-09T19:53:09Z,
19101,--diff doesn't show all differences with Template module,2016-12-09T19:53:03Z,
19088,Some modules in Network/NXOS tree doesn't work on non capitalized interfaces,2016-12-09T18:40:48Z,
19085,include_role: inside a block: does not work with when: (even for non-string condition),2016-12-09T17:32:46Z,2016-12-14T22:21:32Z
19084,ansible 2.2 doesn't support direct dictionary on block vars nor include_role vars,2016-12-09T17:16:23Z,
19083,Using `include_role` along with `with_items` and `async` for parallelised execution,2016-12-09T17:13:00Z,2016-12-14T22:13:05Z
19081,docker_service (docker-compose) does not support images from custom registries,2016-12-09T17:05:16Z,
19080,vmware_guest fails on basic facts gathering,2016-12-09T16:49:11Z,2017-01-05T22:31:12Z
19077,vmware_guest uses another VM when explicitly asked to create a new one,2016-12-09T16:05:56Z,2017-01-04T09:26:30Z
19074,git - in Ansible 2.1 switching a shallow clone from tag to branch fails,2016-12-09T15:40:22Z,
19068,"Wording of ""Conditional check failed""",2016-12-09T12:09:48Z,
19064,vmware_guest is very slow,2016-12-09T10:53:12Z,
