commit,author,date,title,faultID,file
2371f13,Daniel da Silva,2014-03-01 21:11:07,BUG: Fix infinite recursion in str.format of flex arrays (Fixes #4359).,4359,numpy/core/tests/test_regression.py
18cda3b,Julian Taylor,2014-03-02 02:55:30,BUG: fix non-c99 fallback for np.inf input to log1p/expm1,4225,numpy/core/tests/test_umath.py
6bfd6d4,Charles Harris,2014-02-28 17:03:08,DOC: Document ldexp and frexp.,2354,numpy/add_newdocs.py
6bfd6d4,Charles Harris,2014-02-28 17:03:08,DOC: Document ldexp and frexp.,2354,numpy/core/code_generators/ufunc_docstrings.py
803a75f,Yaron de Leeuw,2013-09-29 10:35:21,MAINT (API?): organize npyio.recfromcsv defaults,311,numpy/lib/npyio.py
df84ecf,Julian Taylor,2014-02-27 20:39:12,BUG: accept non arrays in cor and corrcoeff,4295,numpy/lib/function_base.py
df84ecf,Julian Taylor,2014-02-27 20:39:12,BUG: accept non arrays in cor and corrcoeff,4295,numpy/lib/tests/test_function_base.py
73750e6,Charles Harris,2014-02-26 17:23:24,DOC: Improve the documentation of numpy.load.,2807,numpy/lib/npyio.py
3392529,Charles Harris,2014-02-26 13:07:32,DOC: Fix documentation of normed in histogram2d and histogramdd.,2423,numpy/lib/function_base.py
3392529,Charles Harris,2014-02-26 13:07:32,DOC: Fix documentation of normed in histogram2d and histogramdd.,2423,numpy/lib/twodim_base.py
997f65e,seberg,2014-02-26 15:50:39,Merge pull request #4333 from charris/fix-gh-2312,2312
6c4e642,Sebastian Berg,2014-02-22 18:18:23,BUG: Hang on to originally filled Py_Buffer view.,3175
65a73df,Charles Harris,2014-02-22 08:58:19,Merge pull request #4344 from jaimefrio/unique-sort,2799
fdb219f,Julian Taylor,2014-02-22 12:14:44,BUG: handle non integer types for multinomial/dirichlet size,3173,numpy/random/tests/test_random.py
a712c67,jaimefrio,2014-02-21 16:35:32,BUG: Fixes #2799 Use `np.sort` instead of `sorted` when the input is a list and no indices are requested. Fixes #2799.,2799,numpy/lib/arraysetops.py
a712c67,jaimefrio,2014-02-21 16:35:32,BUG: Fixes #2799 Use `np.sort` instead of `sorted` when the input is a list and no indices are requested. Fixes #2799.,2799,numpy/lib/tests/test_arraysetops.py
dd85748,Charles Harris,2014-02-21 15:15:32,Merge pull request #4342 from seberg/issue-4340,4340
fd399aa,Sebastian Berg,2014-02-21 21:13:29,"TST: do not use ""ignore"" to filter warnings",4340,numpy/lib/tests/test_function_base.py
fd399aa,Sebastian Berg,2014-02-21 21:13:29,"TST: do not use ""ignore"" to filter warnings",4340,numpy/lib/tests/test_nanfunctions.py
b9454f5,jaimefrio,2014-02-20 22:15:47,BUG: Fix broadcasting in np.cross (solves #2624),2624,numpy/core/numeric.py
b9454f5,jaimefrio,2014-02-20 22:15:47,BUG: Fix broadcasting in np.cross (solves #2624),2624,numpy/core/tests/test_numeric.py
1058717,Charles Harris,2014-02-20 08:55:07,"MAINT: #2312, Make all tofile failures raise IOError.",2312
1b83d85,Charles Harris,2014-02-17 14:47:44,"BUG: #2408, Fix f2py Python 3 error message string bug.",2408
a500052,Charles Harris,2014-02-16 12:50:03,"DOC: Typo, replace PyArrayDescr_Check by PyArray_DescrCheck.",588
1c2ac8f,Charles Harris,2014-02-16 11:27:45,BUG: Make interp return NaN at NaN interpolation points.,605,numpy/lib/tests/test_function_base.py
1f2f6b6,Charles Harris,2014-02-16 10:11:12,BUG: Fix typo in f2py/cfuncs.py.,636,numpy/f2py/cfuncs.py
59057c7,Julian Taylor,2014-02-14 18:45:18,BUG: fix NULL dereference on longdouble conversion error,627,numpy/core/tests/test_scalarmath.py
05b2364,seberg,2014-01-27 09:34:16,Merge pull request #4234 from jennystone/Branch1,3368
3d8da08,Janani,2014-01-26 16:18:34,BUG: Removed the inconsistencies of the function ma.count The inconsistency of ma.count when appled on masked_array with mask as 'nomask' has been removed. the return type of the function has also been standardized according to the docs.Corresponding changes in testing to check the functioning of ma.count Closes gh-3368 and gh-4228,3368,numpy/ma/core.py
3d8da08,Janani,2014-01-26 16:18:34,BUG: Removed the inconsistencies of the function ma.count The inconsistency of ma.count when appled on masked_array with mask as 'nomask' has been removed. the return type of the function has also been standardized according to the docs.Corresponding changes in testing to check the functioning of ma.count Closes gh-3368 and gh-4228,3368,numpy/ma/tests/test_core.py
7488ebe,Lars Buitinck,2014-01-12 17:34:10,DOC: site.cfg: warn against OpenBLAS and multiprocessing,654
ecc20a3,Julian Taylor,2013-12-23 12:57:37,BUG: Ensure signed division of stride for pairwise sum,4136
86df1b1,Charles Harris,2013-12-20 15:16:06,Merge pull request #4102 from seberg/issue-612,612
e7fe68a,Charles Harris,2013-12-20 11:06:29,Merge pull request #4103 from seberg/issue-616,616
c91b4c3,Sebastian Berg,2013-12-20 16:35:00,BUG: Fix array_split empty array type and add FutureWarning,612,numpy/lib/shape_base.py
c91b4c3,Sebastian Berg,2013-12-20 16:35:00,BUG: Fix array_split empty array type and add FutureWarning,612,numpy/lib/tests/test_shape_base.py
03d3747,Lev Abalkin,2013-12-10 19:15:14,BUG: Propagate error when assigning an instance to an array item.,2276,numpy/core/tests/test_multiarray.py
753d611,Eric Moore,2013-10-29 18:40:30,BUG: fix handling of infs in hypot on windows,2385,numpy/core/tests/test_umath.py
c71f366,John Stechschulte,2013-10-19 10:51:55,BUG: #2052 del scalar subscript causes segfault,2052,numpy/core/tests/test_multiarray.py
84c52d8,Joseph Martinot-Lagarde,2013-10-08 23:33:26,BUG: cov/corrcoef complex input and empty arrays,597,numpy/lib/function_base.py
84c52d8,Joseph Martinot-Lagarde,2013-10-08 23:33:26,BUG: cov/corrcoef complex input and empty arrays,597,numpy/lib/tests/test_function_base.py
ba3697d,Joseph Martinot-Lagarde,2013-10-09 12:56:10,TST: Regression test for gh-2561,2561,numpy/lib/tests/test_regression.py
293b9e0,Joseph Martinot-Lagarde,2013-10-09 12:55:08,BUG: Disable check for oldstyle classes in python3,2561,numpy/lib/utils.py
15bb858,Charles Harris,2013-10-06 09:54:48,BUG: Include sunmath.h in npy_math.h when __SUNPRO_CC defined.,3871
cc99961,Ralf Gommers,2013-10-04 12:11:41,"DOC: make docstrings of matrix properties (.T, .H, .I, .A, .A1) work.",1939,numpy/matrixlib/defmatrix.py
688df31,Yaron de Leeuw,2013-09-15 20:49:35,Fixes in the npyio documentation,587,numpy/lib/npyio.py
fd6cfd6,Charles Harris,2013-08-11 20:52:39,ENH: Make the ndarray diagonal method return a view.,596,numpy/add_newdocs.py
fd6cfd6,Charles Harris,2013-08-11 20:52:39,ENH: Make the ndarray diagonal method return a view.,596,numpy/core/fromnumeric.py
fd6cfd6,Charles Harris,2013-08-11 20:52:39,ENH: Make the ndarray diagonal method return a view.,596,numpy/core/tests/test_multiarray.py
cb0a4f0,Charles Harris,2013-08-11 17:09:09,BUG: Fix variable declaration after statement.,3598
d10832b,Charles Harris,2013-08-11 14:34:25,BUG: Fix test_operand_flags test.,3363,numpy/core/tests/test_ufunc.py
0c1f94d,Fernando Perez,2013-06-25 11:16:43,BUG: Fix exceptions being swallowed by fromiter.,2592
8f547d3,Charles Harris,2013-06-16 17:40:58,Merge pull request #3448 from efiring/ma_compress,2495
5e977d8,Charles Harris,2013-06-16 17:39:13,Merge pull request #3447 from efiring/ma_mvoid_len,576
216d8cb,Eric Firing,2013-06-15 15:31:52,BUG: add __len__ method to ma.mvoid; closes #576,576,numpy/ma/core.py
216d8cb,Eric Firing,2013-06-15 15:31:52,BUG: add __len__ method to ma.mvoid; closes #576,576,numpy/ma/tests/test_core.py
c2465b6,Eric Firing,2013-06-15 16:47:55,BUG: np.ma.compress treated inputs in wrong order; closes #2495,2495,numpy/ma/core.py
c2465b6,Eric Firing,2013-06-15 16:47:55,BUG: np.ma.compress treated inputs in wrong order; closes #2495,2495,numpy/ma/tests/test_core.py
bb8c89d,Charles Harris,2013-06-16 06:17:53,Merge pull request #3449 from efiring/mvoid_setitem,2403
fb4edf7,Eric Firing,2013-06-15 21:33:17,BUG: field assignment in masked array did not reset mask; closes #2403,2403,numpy/ma/core.py
fb4edf7,Eric Firing,2013-06-15 21:33:17,BUG: field assignment in masked array did not reset mask; closes #2403,2403,numpy/ma/tests/test_core.py
e036deb,Charles Harris,2013-06-15 09:56:29,Merge pull request #3440 from WarrenWeckesser/bug-ma-average,2684
ace8ee7,Warren Weckesser,2013-06-15 11:22:05,BUG: ma: ma.average didn't handle complex arrays correctly (issue gh-2684),2684,numpy/ma/extras.py
ace8ee7,Warren Weckesser,2013-06-15 11:22:05,BUG: ma: ma.average didn't handle complex arrays correctly (issue gh-2684),2684,numpy/ma/tests/test_extras.py
e50475a,bebert218,2013-05-22 13:58:38,BUG: The npv function in financial.py was incorrectly implemented.,649,numpy/lib/financial.py
e50475a,bebert218,2013-05-22 13:58:38,BUG: The npv function in financial.py was incorrectly implemented.,649,numpy/lib/tests/test_financial.py
5819d28,Charles Harris,2013-04-01 17:23:53,BUG: Raise immediate error in ctypes.load_library when library is bad.,474,numpy/ctypeslib.py
5ce8e28,Charles Harris,2013-02-28 19:31:57,Merge pull request #2988 from ewmoore/methdot2697,2687
a226daa,Bradley M. Froehle,2013-02-24 21:31:28,BUG: Choose a more unique PY_ARRAY_UNIQUE_SYMBOL in f2py.,2521
1d04300,Eric Moore,2013-02-14 22:45:39,BUG: gh-2687 make multiarray dot method accept out array and keyword args.,2687,numpy/core/tests/test_multiarray.py
4bf5a3f,Charles Harris,2013-02-12 14:50:28,Merge pull request #2974 from seberg/issue-427,427
cce1c45,njsmith,2013-01-03 11:14:06,Merge pull request #2879 from rgommers/issue-413-arm-failures,413
2be873f,Sebastian Berg,2013-01-03 16:42:48,BUG: Fix CheckStrides and strides setter checks for available memory,2503,numpy/core/tests/test_multiarray.py
9ff6aed,Ralf Gommers,2013-01-02 20:36:31,TST: skip floating point warning test failures on ARM.  Closes gh-413.,413,numpy/core/tests/test_errstate.py
9ff6aed,Ralf Gommers,2013-01-02 20:36:31,TST: skip floating point warning test failures on ARM.  Closes gh-413.,413,numpy/core/tests/test_half.py
9ff6aed,Ralf Gommers,2013-01-02 20:36:31,TST: skip floating point warning test failures on ARM.  Closes gh-413.,413,numpy/core/tests/test_numeric.py
9ff6aed,Ralf Gommers,2013-01-02 20:36:31,TST: skip floating point warning test failures on ARM.  Closes gh-413.,413,numpy/core/tests/test_umath_complex.py
75bb79c,Ondřej Čertík,2012-12-27 09:13:26,DOC: Thoroughly document datetime issues,568
15022cb,Ondřej Čertík,2012-12-26 20:35:16,FIX: Use the NPY_TIME_T macro everywhere,568
c95da7d,Mark Wiebe,2012-12-09 13:26:47,TST: Add a test for bug gh-2668,2668,numpy/core/tests/test_regression.py
686bcfd,njsmith,2012-12-08 11:57:25,Merge pull request #2747 from mdboom/fix-masked-recarrays-with-objects,2432
761ba5d,Dan Hipschman,2012-12-06 21:01:43,Fix distutils build_src with 'c++' in swig_opts and a c++ comment in the .i file (issue #2551),2551,numpy/distutils/command/build_src.py
7678c98,Charles Harris,2012-11-23 09:46:40,TST: Add test for gh-2757.,2757,numpy/ma/tests/test_regression.py
38c150c,Charles Harris,2012-11-23 09:33:05,"BUG: gh-2757, masked array var method should zero masked out parameter.",2757,numpy/ma/core.py
0196aed,Michael Droettboom,2012-11-15 13:45:45,"Fixes #2432.  Rather than creating a new data array and assigning to it (which doesn't work when it is a recarray containing object fields), just create a copy with the np.array constructor.",2432,numpy/ma/core.py
e4fe789,GaelVaroquaux,2012-11-15 11:32:14,FIX: base always refers to the original subclass,470,numpy/core/tests/test_memmap.py
2654ede,Ondřej Čertík,2012-11-13 08:35:59,FIX: Python 3.2 debug assertion,646
58c1bf7,Ralf Gommers,2012-11-05 20:47:23,BUG: fix download link in setup.py (which is shown on PyPi).,2243,setup.py
96abba1,Travis E. Oliphant,2012-10-09 22:23:39,Merge pull request #454 from seberg/issue380,380
ca27396,Travis E. Oliphant,2012-10-09 21:56:53,Merge pull request #444 from 87/fix_array_iface,291
a8ffb48,Sebastian Berg,2012-10-01 19:32:26,TST: Complex to bool conversion (Ticket 2218),2218,numpy/core/tests/test_regression.py
f085bc2,Sebastian Berg,2012-10-01 19:24:41,BUG: Fix complex to bool conversion in lowlevel_strided_loops,2218
78d0272,njsmith,2012-09-30 03:06:33,Merge pull request #449 from seberg/setobjref,2216
095534f,Sebastian Berg,2012-09-29 17:48:09,BUG: Fill correct strides for ndmin in array creation,465
