0.01,0.00,0.00,
0.00,0.00,0.00,
0.04,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.05,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.02,0.00,0.00,
0.00,0.00,0.00,
0.12,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.01,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.02,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.15,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.07,0.00,0.00,
0.06,0.00,0.00,
0.00,0.00,0.00,
0.02,0.00,0.00,
0.08,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.04,0.00,0.00,
0.01,0.00,0.00,
0.01,0.00,0.00,
0.01,0.00,0.00,
0.02,0.00,0.00),
c(
0.06,0.01,0.13,
0.05,0.00,0.06,
0.05,0.00,0.23,
0.08,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.05,0.01,0.03,
0.00,0.00,0.00,
0.08,0.01,0.08,
0.00,0.00,0.00,
0.13,0.01,0.08,
0.13,0.00,0.31,
0.03,0.00,0.04,
0.15,0.01,0.09,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.10,0.04,0.26,
0.17,0.13,0.19,
0.08,0.02,0.08,
0.24,0.14,0.30,
0.00,0.00,0.00,
0.09,0.01,0.07,
0.04,0.00,0.08,
0.05,0.01,0.06,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.04,0.01,0.03,
0.10,0.00,0.10,
0.04,0.00,0.04,
0.81,0.85,0.96,
0.08,0.01,0.09,
0.07,0.05,0.13,
0.00,0.00,0.00,
0.02,0.00,0.03,
0.04,0.05,0.12,
0.03,0.00,0.01,
0.00,0.00,0.00,
0.12,0.00,0.08,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.06,0.00,0.05,
0.00,0.00,0.00,
0.13,0.03,0.13,
0.00,0.00,0.00,
0.13,0.03,0.12,
0.00,0.00,0.00,
0.04,0.01,0.02,
0.05,0.00,0.06,
0.05,0.01,0.07,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.07,0.02,0.06,
0.06,0.02,0.06,
0.00,0.00,0.00,
0.25,0.08,0.25,
0.00,0.00,0.00,
0.04,0.01,0.06,
0.07,0.01,0.06,
0.05,0.01,0.04,
0.06,0.01,0.05,
0.00,0.00,0.00,
0.08,0.03,0.15,
0.08,0.00,0.17,
0.09,0.01,0.08,
0.03,0.00,0.00,
0.01,0.00,0.01,
0.00,0.00,0.00,
0.05,0.00,0.06,
0.11,0.01,0.10,
0.08,0.01,0.10,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.04,0.01,0.05,
0.10,0.03,0.18,
0.14,0.03,0.17,
0.02,0.00,0.01,
0.00,0.00,0.01,
0.04,0.01,0.04,
0.04,0.00,0.03,
0.06,0.00,0.03,
0.32,0.23,0.36,
0.15,0.06,0.22,
0.12,0.02,0.13,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.04,0.00,0.06,
0.04,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.06,0.01,0.06,
0.07,0.04,0.11,
0.00,0.00,0.00,
0.10,0.01,0.07,
0.22,0.12,0.40,
0.12,0.01,0.07,
0.04,0.02,0.08,
0.08,0.01,0.06,
0.15,0.04,0.15,
0.04,0.00,0.06,
0.18,0.07,0.26,
0.03,0.01,0.02,
0.02,0.01,0.02,
0.02,0.00,0.01),
c(
0.00,0.11,0.36,
0.00,0.03,0.06,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.14,0.22,
0.00,0.00,0.00,
0.00,0.01,0.02,
0.00,0.00,0.00,
0.00,0.04,0.14,
0.00,0.00,0.00,
0.00,0.01,0.04,
0.02,0.21,0.40,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.12,0.29,
0.01,0.02,0.05,
0.00,0.05,0.10,
0.05,0.17,0.41,
0.02,0.05,0.22,
0.00,0.02,0.03,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.02,0.02,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.02,0.07,
0.00,0.03,0.07,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.11,0.25,
0.02,0.09,0.19,
0.00,0.00,0.00,
0.00,0.04,0.08,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.05,0.16,
0.00,0.00,0.00,
0.00,0.05,0.13,
0.00,0.02,0.06,
0.00,0.04,0.10,
0.00,0.00,0.00,
0.02,0.24,0.48,
0.00,0.00,0.00,
0.02,0.06,0.16,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.02,0.17,0.27,
0.01,0.04,0.10,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.01,0.01,
0.00,0.02,0.04,
0.01,0.06,0.12,
0.00,0.00,0.00,
0.00,0.01,0.03,
0.00,0.00,0.00,
0.00,0.08,0.15,
0.00,0.00,0.00,
0.00,0.02,0.03,
0.00,0.00,0.00,
0.00,0.01,0.02,
0.00,0.01,0.04,
0.01,0.06,0.18,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.04,0.08,0.16,
0.00,0.00,0.01,
0.00,0.01,0.03,
0.01,0.02,0.07,
0.02,0.04,0.08,
0.01,0.01,0.02,
0.00,0.00,0.00,
0.00,0.02,0.04,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.01,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.01,0.02,
0.00,0.02,0.05,
0.15,0.21,0.56,
0.00,0.06,0.21,
0.00,0.06,0.20,
0.01,0.08,0.30,
0.00,0.02,0.04,
0.00,0.00,0.00,
0.00,0.12,0.23,
0.00,0.08,0.18,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.01,0.02,
0.00,0.01,0.03),
c(
0.01,0.19,0.03,
0.03,0.04,0.04,
0.00,0.03,0.00,
0.00,0.03,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.06,0.30,0.08,
0.00,0.00,0.00,
0.00,0.03,0.00,
0.00,0.03,0.00,
0.00,0.00,0.00,
0.00,0.02,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.07,0.00,
0.00,0.01,0.00,
0.01,0.15,0.02,
0.01,0.07,0.01,
0.00,0.00,0.00,
0.00,0.08,0.00,
0.06,0.11,0.16,
0.01,0.01,0.01,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.15,0.00,
0.00,0.00,0.00,
0.03,0.13,0.07,
0.00,0.08,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.05,0.00,
0.05,0.05,0.05,
0.00,0.00,0.00,
0.00,0.08,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.06,0.00,
0.00,0.00,0.00,
0.02,0.01,0.03,
0.00,0.04,0.00,
0.01,0.07,0.01,
0.00,0.00,0.00,
0.00,0.09,0.00,
0.00,0.00,0.00,
0.00,0.11,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.01,0.00,
0.00,0.04,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.07,0.00,
0.00,0.08,0.00,
0.00,0.02,0.00,
0.00,0.01,0.00,
0.00,0.00,0.00,
0.01,0.07,0.02,
0.00,0.00,0.00,
0.00,0.03,0.00,
0.00,0.03,0.00,
0.00,0.02,0.01,
0.00,0.00,0.00,
0.04,0.21,0.06,
0.07,0.23,0.11,
0.02,0.08,0.04,
0.00,0.08,0.00,
0.00,0.00,0.00,
0.00,0.03,0.01,
0.00,0.04,0.00,
0.00,0.23,0.00,
0.00,0.04,0.00,
0.04,0.17,0.08,
0.01,0.03,0.01,
0.02,0.07,0.04,
0.00,0.01,0.00,
0.00,0.02,0.00,
0.00,0.00,0.00,
0.00,0.03,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.06,0.08,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.02,0.07,0.03,
0.00,0.13,0.00,
0.00,0.00,0.00,
0.07,0.22,0.12,
0.00,0.00,0.00,
0.00,0.48,0.00,
0.00,0.03,0.00,
0.10,0.26,0.18,
0.00,0.00,0.00,
0.00,0.21,0.00,
0.00,0.01,0.00,
0.00,0.27,0.00,
0.01,0.03,0.01,
0.00,0.02,0.01),
c(
0.18,0.02,0.05,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.08,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.02,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.13,0.00,0.00,
0.12,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.02,0.00,0.00,
0.01,0.00,0.00,
0.05,0.00,0.01,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.07,0.01,0.01,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.09,0.00,0.00,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.06,0.02,0.04,
0.03,0.00,0.00,
0.05,0.00,0.01,
0.35,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.19,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.67,0.43,0.60,
0.04,0.00,0.01,
0.18,0.18,0.25,
0.11,0.03,0.03,
0.01,0.02,0.06,
0.13,0.01,0.01,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.09,0.00,0.00,
0.08,0.00,0.00,
0.00,0.00,0.00,
0.11,0.11,0.22,
0.04,0.01,0.02,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.13,0.04,0.08,
0.01,0.00,0.01,
0.01,0.00,0.00,
0.09,0.03,0.05,
0.00,0.00,0.00,
0.11,0.01,0.02,
0.15,0.00,0.00,
0.13,0.05,0.06,
0.00,0.00,0.00,
0.15,0.05,0.08,
0.00,0.00,0.00,
0.09,0.02,0.02,
0.03,0.00,0.00,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.05,0.00,0.00,
0.05,0.00,0.00,
0.01,0.00,0.00,
0.06,0.01,0.01,
0.06,0.00,0.02,
0.15,0.02,0.01,
0.06,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.08,0.01,0.01,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.01,0.02,
0.00,0.00,0.00,
0.14,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.07,0.00,0.00,
0.00,0.00,0.00,
0.07,0.00,0.00,
0.00,0.00,0.00,
0.01,0.00,0.00,
0.33,0.16,0.27,
0.04,0.00,0.00,
0.00,0.00,0.00,
0.11,0.03,0.06,
0.02,0.00,0.01,
0.06,0.01,0.00,
0.01,0.00,0.00,
0.07,0.00,0.00),
c(
0.16,0.02,0.05,
0.03,0.00,0.00,
0.02,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.02,0.00,0.00,
0.21,0.00,0.00,
0.05,0.00,0.01,
0.00,0.00,0.00,
0.02,0.00,0.00,
0.11,0.00,0.00,
0.00,0.00,0.00,
0.15,0.01,0.02,
0.33,0.00,0.00,
0.05,0.02,0.14,
0.00,0.00,0.00,
0.04,0.00,0.00,
0.02,0.00,0.00,
0.09,0.01,0.01,
0.02,0.00,0.00,
0.13,0.00,0.00,
0.00,0.00,0.00,
0.08,0.00,0.00,
0.03,0.00,0.00,
0.20,0.00,0.00,
0.07,0.01,0.02,
0.11,0.01,0.01,
0.00,0.00,0.00,
0.11,0.02,0.04,
0.04,0.00,0.00,
0.15,0.01,0.04,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.12,0.00,0.00,
0.31,0.21,0.50,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.33,0.21,0.42,
0.00,0.00,0.00,
0.08,0.00,0.00,
0.06,0.01,0.02,
0.06,0.00,0.00,
0.00,0.00,0.00,
0.40,0.02,0.06,
0.07,0.02,0.04,
0.00,0.00,0.00,
0.10,0.01,0.02,
0.00,0.00,0.00,
0.14,0.01,0.05,
0.00,0.00,0.00,
0.06,0.00,0.00,
0.08,0.02,0.03,
0.01,0.00,0.00,
0.00,0.00,0.00,
0.06,0.00,0.00,
0.00,0.00,0.00,
0.04,0.00,0.01,
0.00,0.00,0.00,
0.03,0.01,0.01,
0.07,0.01,0.01,
0.00,0.00,0.00,
0.06,0.01,0.02,
0.15,0.05,0.17,
0.01,0.01,0.01,
0.10,0.00,0.00,
0.16,0.05,0.09,
0.00,0.00,0.00,
0.09,0.00,0.00,
0.01,0.00,0.01,
0.04,0.01,0.02,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.06,0.01,0.02,
0.05,0.00,0.00,
0.09,0.00,0.00,
0.11,0.01,0.02,
0.05,0.01,0.03,
0.02,0.00,0.01,
0.14,0.00,0.00,
0.02,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.30,0.04,0.09,
0.00,0.00,0.00,
0.14,0.00,0.00,
0.00,0.00,0.00,
0.03,0.00,0.00,
0.16,0.00,0.00,
0.00,0.00,0.00,
0.10,0.00,0.02,
0.33,0.00,0.00,
0.06,0.01,0.05,
0.00,0.00,0.00,
0.06,0.00,0.01,
0.19,0.00,0.00,
0.11,0.00,0.00,
0.13,0.03,0.06,
0.29,0.03,0.07,
0.06,0.02,0.03,
0.04,0.01,0.02),
c(
0.28,0.04,0.13,
0.09,0.01,0.01,
0.81,0.08,0.23,
0.08,0.00,0.00,
1.00,0.00,0.00,
0.00,0.00,0.00,
1.00,0.00,0.00,
0.00,0.00,0.00,
0.06,0.00,0.01,
0.21,0.08,0.14,
0.11,0.00,0.00,
0.00,0.00,0.00,
0.05,0.00,0.00,
0.26,0.00,0.00,
0.10,0.00,0.00,
0.22,0.02,0.04,
0.00,0.00,0.00,
0.05,0.00,0.00,
1.00,0.00,0.00,
0.55,0.04,0.05,
0.03,0.00,0.00,
0.32,0.01,0.04,
0.12,0.00,0.01,
0.20,0.05,0.10,
0.28,0.01,0.06,
0.54,0.01,0.11,
0.17,0.02,0.05,
0.40,0.00,0.00,
0.15,0.03,0.05,
0.02,0.00,0.00,
0.25,0.00,0.00,
0.09,0.00,0.00,
0.08,0.03,0.03,
0.17,0.00,0.02,
0.07,0.00,0.07,
0.50,0.00,0.00,
0.03,0.00,0.00,
0.35,0.00,0.00,
0.09,0.01,0.03,
0.00,0.00,0.00,
0.21,0.04,0.08,
0.00,0.00,0.00,
0.08,0.00,0.00,
0.25,0.02,0.12,
0.53,0.00,0.25,
0.24,0.00,0.03,
0.30,0.04,0.17,
0.09,0.00,0.02,
0.00,0.00,0.00,
0.48,0.03,0.08,
0.18,0.06,0.12,
0.42,0.02,0.07,
0.00,0.00,0.00,
0.44,0.11,0.22,
0.29,0.02,0.07,
0.16,0.01,0.03,
0.10,0.00,0.00,
0.19,0.00,0.00,
0.00,0.00,0.00,
0.38,0.05,0.12,
0.15,0.01,0.01,
0.12,0.00,0.02,
0.16,0.01,0.03,
0.00,0.00,0.00,
0.22,0.01,0.06,
0.31,0.00,0.00,
0.17,0.02,0.06,
0.47,0.03,0.09,
0.21,0.05,0.09,
0.00,0.00,0.00,
0.03,0.01,0.01,
0.09,0.02,0.05,
0.29,0.01,0.03,
0.50,0.08,0.50,
0.50,0.00,1.00,
0.26,0.01,0.03,
0.20,0.00,0.09,
0.09,0.00,0.00,
0.10,0.00,0.01,
0.29,0.03,0.11,
0.07,0.00,0.01,
0.23,0.01,0.04,
0.04,0.00,0.00,
0.09,0.00,0.01,
0.00,0.00,0.00,
0.12,0.00,0.03,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.21,0.01,0.05,
0.00,0.00,0.00,
0.57,0.00,0.00,
0.33,0.00,0.00,
0.20,0.02,0.06,
0.53,0.16,0.47,
0.63,0.07,0.19,
0.13,0.00,0.00,
0.00,0.00,0.00,
0.45,0.02,0.11,
0.15,0.00,0.00,
0.09,0.00,0.02,
0.31,0.08,0.15,
0.22,0.00,0.00,
0.29,0.10,0.20,
0.14,0.00,0.00,
0.33,0.04,0.12,
0.34,0.02,0.06),
c(
0.06,0.04,0.13,
0.28,0.18,0.38,
0.02,0.00,0.08,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.44,0.26,0.42,
0.07,0.08,0.14,
0.30,0.14,0.42,
0.00,0.00,0.00,
0.36,0.11,0.43,
0.02,0.03,0.08,
0.00,0.00,0.00,
0.01,0.01,0.02,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.20,0.14,0.53,
0.44,0.35,0.50,
0.05,0.03,0.08,
0.28,0.20,0.39,
0.20,0.14,0.30,
0.02,0.01,0.02,
0.05,0.02,0.14,
0.42,0.34,0.61,
0.00,0.00,0.00,
0.01,0.01,0.02,
0.64,0.60,0.77,
0.00,0.00,0.00,
0.09,0.04,0.16,
0.01,0.00,0.01,
0.01,0.00,0.02,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.20,0.14,0.35,
0.00,0.00,0.00,
0.29,0.00,0.33,
0.00,0.00,0.00,
0.04,0.00,0.08,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.05,0.03,0.08,
0.00,0.00,0.00,
0.04,0.00,0.07,
0.00,0.00,0.00,
0.04,0.02,0.06,
0.00,0.00,0.00,
0.10,0.07,0.14,
0.55,0.33,0.75,
0.09,0.04,0.28,
0.00,0.00,0.00,
0.11,0.11,0.22,
0.09,0.08,0.12,
0.02,0.01,0.03,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.11,0.12,0.23,
0.20,0.13,0.32,
0.26,0.18,0.36,
0.03,0.02,0.04,
0.00,0.00,0.00,
0.02,0.01,0.05,
0.08,0.00,0.17,
0.04,0.03,0.05,
0.03,0.00,0.09,
0.17,0.17,0.31,
0.00,0.00,0.00,
0.45,0.33,0.60,
0.03,0.01,0.05,
0.05,0.02,0.07,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.01,0.02,
0.10,0.00,0.18,
0.00,0.00,0.00,
0.24,0.17,0.34,
0.02,0.01,0.04,
0.06,0.01,0.10,
0.04,0.02,0.07,
0.00,0.00,0.00,
0.35,0.28,0.41,
0.00,0.00,0.00,
0.09,0.06,0.15,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.03,0.03,0.07,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.00,0.00,0.00,
0.01,0.01,0.02,
0.04,0.04,0.11,
0.00,0.00,0.00,
0.02,0.00,0.03,
0.00,0.00,0.00,
0.18,0.07,0.29,
0.02,0.02,0.04,
0.01,0.01,0.03,
0.00,0.00,0.00,
0.19,0.13,0.29,
0.10,0.11,0.22,
0.00,0.00,0.00,
0.08,0.04,0.13,
0.17,0.17,0.36)
