commit,author,date,title,faultID,file
f7b2978,Andriy Sokolovskiy,2015-05-09 13:57:13,Fixed #24156 -- Fixed inherited related name of ManyToManyField.,24156,tests/model_meta/results.py
f7b2978,Andriy Sokolovskiy,2015-05-09 13:57:13,Fixed #24156 -- Fixed inherited related name of ManyToManyField.,24156,tests/model_meta/tests.py
adc5763,Anssi Kääriäinen,2015-05-05 14:44:33,Fixed #24748 -- Fixed incorrect GROUP BY on MySQL in some queries,24748,django/db/models/sql/compiler.py
adc5763,Anssi Kääriäinen,2015-05-05 14:44:33,Fixed #24748 -- Fixed incorrect GROUP BY on MySQL in some queries,24748,tests/aggregation_regress/models.py
adc5763,Anssi Kääriäinen,2015-05-05 14:44:33,Fixed #24748 -- Fixed incorrect GROUP BY on MySQL in some queries,24748,tests/aggregation_regress/tests.py
be9d645,Anssi Kääriäinen,2015-05-11 10:02:41,Fixed #24766 -- Added join promotion for Case expressions,24766,django/db/models/query_utils.py
be9d645,Anssi Kääriäinen,2015-05-11 10:02:41,Fixed #24766 -- Added join promotion for Case expressions,24766,tests/expressions_case/tests.py
8e86d9d,Tim Graham,2015-05-11 09:10:30,Fixed #24780 -- Removed outdated discussion of signals and custom users.,24780
b99114f,Tim Graham,2015-05-08 13:18:48,Fixed #24758 -- Corrected Options.get_fields() docstring.,24758,django/db/models/options.py
1a62f19,David Krisch,2015-05-07 15:30:04,Fixed #24763 -- Moved DoesNotExist exception to model docs.,24763
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,django/template/backends/django.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,django/template/backends/dummy.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,django/template/backends/jinja2.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,django/template/base.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,django/template/loader.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,django/views/debug.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,tests/template_backends/test_dummy.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,tests/template_backends/test_jinja2.py
adff499,Preston Timmons,2015-04-24 14:33:03,"Fixed #24119, #24120 -- Formalized debug integration for template backends.",24119,tests/template_loader/tests.py
d084176,Samuel Paccoud,2015-04-14 11:09:58,Fixed #16609 -- Fixed duplicate admin results when searching nested M2M relations.,16609,django/contrib/admin/utils.py
d084176,Samuel Paccoud,2015-04-14 11:09:58,Fixed #16609 -- Fixed duplicate admin results when searching nested M2M relations.,16609,tests/admin_changelist/admin.py
d084176,Samuel Paccoud,2015-04-14 11:09:58,Fixed #16609 -- Fixed duplicate admin results when searching nested M2M relations.,16609,tests/admin_changelist/models.py
d084176,Samuel Paccoud,2015-04-14 11:09:58,Fixed #16609 -- Fixed duplicate admin results when searching nested M2M relations.,16609,tests/admin_changelist/tests.py
4dcc649,wdmgsm,2015-04-08 16:59:15,Fixed #24497 -- Added Widget.supports_microseconds attribute,24497,django/forms/forms.py
4dcc649,wdmgsm,2015-04-08 16:59:15,Fixed #24497 -- Added Widget.supports_microseconds attribute,24497,django/forms/widgets.py
4dcc649,wdmgsm,2015-04-08 16:59:15,Fixed #24497 -- Added Widget.supports_microseconds attribute,24497,tests/forms_tests/tests/test_forms.py
6123e61,Pradeek,2015-04-27 21:52:48,Fixed #24708 -- Handled non-string values in GenericIPAddressField.to_python(),24708,django/db/models/fields/__init__.py
6123e61,Pradeek,2015-04-27 21:52:48,Fixed #24708 -- Handled non-string values in GenericIPAddressField.to_python(),24708,tests/validation/tests.py
7b05d2f,Anssi Kääriäinen,2015-05-05 14:11:58,Fixed #24752 -- query crash when reusing Case expressions,24752,django/db/models/expressions.py
7b05d2f,Anssi Kääriäinen,2015-05-05 14:11:58,Fixed #24752 -- query crash when reusing Case expressions,24752,tests/expressions_case/tests.py
1563b89,Aymeric Augustin,2015-05-03 21:42:56,Fixed #24685 -- Fixed check for template name unicity.,24685,django/template/utils.py
1563b89,Aymeric Augustin,2015-05-03 21:42:56,Fixed #24685 -- Fixed check for template name unicity.,24685,tests/template_backends/test_utils.py
0894643,Adam Zapletal,2015-04-24 20:31:26,"Fixed #23387 -- Kept ""Save as new"" button after validation errors in admin.",23387,django/contrib/admin/options.py
0894643,Adam Zapletal,2015-04-24 20:31:26,"Fixed #23387 -- Kept ""Save as new"" button after validation errors in admin.",23387,django/contrib/admin/templatetags/admin_modify.py
0894643,Adam Zapletal,2015-04-24 20:31:26,"Fixed #23387 -- Kept ""Save as new"" button after validation errors in admin.",23387,tests/admin_views/admin.py
0894643,Adam Zapletal,2015-04-24 20:31:26,"Fixed #23387 -- Kept ""Save as new"" button after validation errors in admin.",23387,tests/admin_views/models.py
0894643,Adam Zapletal,2015-04-24 20:31:26,"Fixed #23387 -- Kept ""Save as new"" button after validation errors in admin.",23387,tests/admin_views/tests.py
3c4fca2,Tim Graham,2015-04-29 08:57:50,Fixed #24724 -- Fixed GIS initialization crash on Windows.,24724,django/contrib/gis/gdal/prototypes/raster.py
2c3ce26,Tim Graham,2015-05-01 09:22:44,Fixed #24676 -- Fixed help text positioning in ``contrib.admin`` filter_* widgets.,24676
57202a1,daphshez,2015-04-19 21:38:32,Fixed #23271 -- Fixed makemessages crash/test failure for some locales.,23271,django/core/management/commands/makemessages.py
57202a1,daphshez,2015-04-19 21:38:32,Fixed #23271 -- Fixed makemessages crash/test failure for some locales.,23271,django/core/management/utils.py
29e90f3,Tim Graham,2015-04-30 07:11:47,Fixed model_regress test failure on non-ASCII path; refs #24717.,24717,tests/model_regress/test_pickle.py
63f9b63,Markus Holtermann,2015-04-30 01:39:50,Fixed #24725 -- Allowed renaming of target models in ManyToMany relations,24725,django/db/migrations/operations/models.py
63f9b63,Markus Holtermann,2015-04-30 01:39:50,Fixed #24725 -- Allowed renaming of target models in ManyToMany relations,24725,tests/migrations/test_operations.py
2b08622,Tim Graham,2015-04-29 20:35:22,Fixed #24665 -- Clarified model field flag defaults.,24665
31e6c9c,David D. Riddle,2015-04-28 11:59:05,Fixed #24717 -- Fixed model_regress test failure on RHEL6 SCL,24717,tests/model_regress/test_pickle.py
4a438e4,Markus Bertheau,2015-04-27 23:56:02,Fixed #13008 -- Added more Cache-Control headers to never_cache() decorator.,13008,django/utils/cache.py
4a438e4,Markus Bertheau,2015-04-27 23:56:02,Fixed #13008 -- Added more Cache-Control headers to never_cache() decorator.,13008,tests/decorators/tests.py
9c2d8cd,Aric Coady,2015-04-27 15:23:56,Fixed #24719 -- Restored the ability to use interators as queryset related object filters.,24719,django/db/models/sql/query.py
9c2d8cd,Aric Coady,2015-04-27 15:23:56,Fixed #24719 -- Restored the ability to use interators as queryset related object filters.,24719,tests/queries/tests.py
86aaffa,Artis Avotins,2015-04-25 21:33:50,Fixed #24689 -- Fixed DetailView methods with deferred QuerySet.,24689,django/views/generic/detail.py
86aaffa,Artis Avotins,2015-04-25 21:33:50,Fixed #24689 -- Fixed DetailView methods with deferred QuerySet.,24689,tests/generic_views/test_detail.py
faad607,Markus Holtermann,2015-04-25 03:08:23,Fixed #24701 -- Converted model manager names to unicode in migrations,24701,django/db/migrations/state.py
faad607,Markus Holtermann,2015-04-25 03:08:23,Fixed #24701 -- Converted model manager names to unicode in migrations,24701,tests/migrations/test_state.py
b9e972b,Alasdair Nicol,2015-04-24 11:13:51,Fixed #24695 -- Tidied up a couple of regexes in the CBV docs,24695
1418f75,Tim Graham,2015-04-22 09:31:10,Fixed #24684 -- Typo in docs/topics/forms/modelforms.txt,24684
4cd7270,Oliver A Bristow,2015-04-21 13:51:43,Fixed #24681 -- Removed Unicode bug in BrokenLinkEmailMiddleware,24681,django/middleware/common.py
4cd7270,Oliver A Bristow,2015-04-21 13:51:43,Fixed #24681 -- Removed Unicode bug in BrokenLinkEmailMiddleware,24681,tests/middleware/tests.py
258d81a,Steve Hiemstra,2015-04-21 09:50:41,Fixed #24682 -- Corrected a few generic editing view links,24682
b93690c,Markus Holtermann,2015-04-03 18:42:44,Fixed #24573 -- Considered new related models for reloading,24573,django/db/migrations/state.py
b93690c,Markus Holtermann,2015-04-03 18:42:44,Fixed #24573 -- Considered new related models for reloading,24573,tests/migrations/test_state.py
e4b7dae,Matthew Wilkes,2015-02-16 19:42:11,Refs #24354 -- Prevented repointing of relations on superclasses when migrating a subclass's name change,24354,django/db/migrations/operations/models.py
b44ed40,Simon Charette,2015-04-19 02:06:17,Fixed #24654 -- Based ordering circular references detection on columns.,24654,django/db/models/sql/compiler.py
b44ed40,Simon Charette,2015-04-19 02:06:17,Fixed #24654 -- Based ordering circular references detection on columns.,24654,tests/ordering/models.py
b44ed40,Simon Charette,2015-04-19 02:06:17,Fixed #24654 -- Based ordering circular references detection on columns.,24654,tests/ordering/tests.py
37e23c6,Simon Charette,2015-04-20 15:17:24,Fixed #24674 -- Documented the correct NullBooleanField formfield.,24674
36eab95,Yoong Kang Lim,2015-04-20 22:29:50,Fixed #24667 --- Repaired model_fields cardinality test,24667,tests/model_fields/test_field_flags.py
f54c0ec,Claude Paroz,2015-04-19 00:05:58,Fixed #24658 -- Added missing Meta attribute in schema tests,24658,tests/schema/models.py
d5a0acc,Shai Berger,2015-04-18 18:52:30,Fixed #24595 Oracle test failure,24595,tests/schema/tests.py
f47c796,Tim Graham,2015-04-17 07:51:35,Fixed #24657 -- Fixed include template tag example.,24657
02260ea,Claude Paroz,2015-04-11 16:10:31,Fixed #24595 -- Prevented loss of null info in MySQL field alteration,24595,django/db/backends/base/schema.py
02260ea,Claude Paroz,2015-04-11 16:10:31,Fixed #24595 -- Prevented loss of null info in MySQL field alteration,24595,django/db/backends/mysql/schema.py
02260ea,Claude Paroz,2015-04-11 16:10:31,Fixed #24595 -- Prevented loss of null info in MySQL field alteration,24595,django/db/backends/postgresql_psycopg2/schema.py
02260ea,Claude Paroz,2015-04-11 16:10:31,Fixed #24595 -- Prevented loss of null info in MySQL field alteration,24595,tests/migrations/test_operations.py
02260ea,Claude Paroz,2015-04-11 16:10:31,Fixed #24595 -- Prevented loss of null info in MySQL field alteration,24595,tests/schema/tests.py
d974c89,Tim Graham,2015-04-16 19:32:42,Fixed #24646 -- Fixed jinja2 example on Python 2.,24646
355c5ed,Anssi Kääriäinen,2015-04-16 08:39:31,Fixed #24605 -- Fixed incorrect reference to alias in subquery.,24605,django/db/models/sql/compiler.py
355c5ed,Anssi Kääriäinen,2015-04-16 08:39:31,Fixed #24605 -- Fixed incorrect reference to alias in subquery.,24605,tests/queries/models.py
355c5ed,Anssi Kääriäinen,2015-04-16 08:39:31,Fixed #24605 -- Fixed incorrect reference to alias in subquery.,24605,tests/queries/tests.py
fb5c774,Anssi Kääriäinen,2015-04-15 08:46:19,Fixed #24615 -- ordering by expression not part of SELECT,24615,django/contrib/gis/db/backends/base/adapter.py
fb5c774,Anssi Kääriäinen,2015-04-15 08:46:19,Fixed #24615 -- ordering by expression not part of SELECT,24615,django/contrib/gis/db/backends/postgis/adapter.py
fb5c774,Anssi Kääriäinen,2015-04-15 08:46:19,Fixed #24615 -- ordering by expression not part of SELECT,24615,django/db/models/sql/compiler.py
fb5c774,Anssi Kääriäinen,2015-04-15 08:46:19,Fixed #24615 -- ordering by expression not part of SELECT,24615,tests/gis_tests/distapp/tests.py
910638f,Edward Henderson,2015-04-14 08:51:48,Refs #24385 -- Added tests for distinct sum issue fixed in c7fd9b242d2d63406f1de6cc3204e35aaa025233,24385,tests/aggregation/tests.py
d72e017,Eric Rouleau,2015-04-14 17:09:27,Fixed #24593 -- Fixed number formatting of readonly IntegerFields in the admin.,24593,django/contrib/admin/utils.py
d72e017,Eric Rouleau,2015-04-14 17:09:27,Fixed #24593 -- Fixed number formatting of readonly IntegerFields in the admin.,24593,tests/admin_utils/tests.py
f8e8853,peterfarrell,2015-04-13 16:54:04,Fixed #24637 -- Fixed database introspection with SQLite 3.8.9.,24637,django/db/backends/sqlite3/introspection.py
3caf7ef,Markus Holtermann,2015-04-13 17:23:20,Refs #24625 -- Filtered docutils warnings output in tests,24625,tests/admin_docs/tests.py
923da02,Jay Wineinger,2015-04-09 13:47:05,Fixed #24611 -- Fixed update() crash with related UUID pk object.,24611,django/db/models/sql/compiler.py
923da02,Jay Wineinger,2015-04-09 13:47:05,Fixed #24611 -- Fixed update() crash with related UUID pk object.,24611,tests/model_fields/test_uuid.py
872eb26,Adam Zapletal,2015-04-13 08:48:16,Fixed #24621 -- Fixed and documented SessionBase.pop's second argument,24621,django/contrib/sessions/backends/base.py
09595b4,Markus Holtermann,2015-03-31 15:47:06,Fixed #24625 -- Prevented arbitrary file inclusion in admindocs,24625,django/contrib/admindocs/utils.py
09595b4,Markus Holtermann,2015-03-31 15:47:06,Fixed #24625 -- Prevented arbitrary file inclusion in admindocs,24625,tests/admin_docs/models.py
09595b4,Markus Holtermann,2015-03-31 15:47:06,Fixed #24625 -- Prevented arbitrary file inclusion in admindocs,24625,tests/admin_docs/tests.py
4e7ed8d,Claude Paroz,2015-04-11 11:07:13,Fixed #24624 -- Replaced obsoleted rel.opts in admindocs view,24624,django/contrib/admindocs/views.py
4e7ed8d,Claude Paroz,2015-04-11 11:07:13,Fixed #24624 -- Replaced obsoleted rel.opts in admindocs view,24624,tests/admin_docs/tests.py
418f75d,Baptiste Mispelon,2015-04-02 17:50:31,Refs #24568 -- Added Read the Docs step to the release checklist.,24568
a10b4c0,Tim Graham,2015-04-07 09:08:05,Fixed #24578 -- Fixed crash with QuerySet.update() on FK to O2O fields.,24578,django/db/models/base.py
a10b4c0,Tim Graham,2015-04-07 09:08:05,Fixed #24578 -- Fixed crash with QuerySet.update() on FK to O2O fields.,24578,tests/one_to_one/tests.py
3acefce,Tim Graham,2015-04-08 07:27:39,Fixed #24600 -- Fixed inaccurate example in template Context docs.,24600
0385dad,Patryk Zawadzki,2015-04-03 23:36:35,Fixed #24513 -- Made sure a model is only rendered once during reloads,24513,django/db/migrations/state.py
0385dad,Patryk Zawadzki,2015-04-03 23:36:35,Fixed #24513 -- Made sure a model is only rendered once during reloads,24513,tests/migrations/test_state.py
2cf58e8,Jon Dufresne,2015-04-04 12:22:30,Fixed #24584 -- Fixed microsecond handling with older MySQLdb,24584,django/db/backends/mysql/operations.py
2cf58e8,Jon Dufresne,2015-04-04 12:22:30,Fixed #24584 -- Fixed microsecond handling with older MySQLdb,24584,tests/basic/tests.py
e8e4f97,Marten Kenbeek,2015-04-05 15:59:23,Fixed #24278 -- Fixed serialization of migration operations.,24278,django/db/migrations/writer.py
e8e4f97,Marten Kenbeek,2015-04-05 15:59:23,Fixed #24278 -- Fixed serialization of migration operations.,24278,tests/migrations/test_writer.py
d597174,Marten Kenbeek,2015-02-07 01:52:26,Refs #24278 -- Allowed multi-line serializations in OperationWriter.,24278,django/db/migrations/operations/special.py
d597174,Marten Kenbeek,2015-02-07 01:52:26,Refs #24278 -- Allowed multi-line serializations in OperationWriter.,24278,django/db/migrations/writer.py
d597174,Marten Kenbeek,2015-02-07 01:52:26,Refs #24278 -- Allowed multi-line serializations in OperationWriter.,24278,tests/migrations/test_writer.py
7a0d9b5,Claude Paroz,2015-04-03 12:11:54,Fixed #24569 -- Made some translation functions accept None value,24569,django/utils/translation/trans_real.py
7a0d9b5,Claude Paroz,2015-04-03 12:11:54,Fixed #24569 -- Made some translation functions accept None value,24569,tests/i18n/tests.py
426b63b,Claude Paroz,2015-04-03 11:26:20,Fixed #24571 -- Restored testserver positional arguments parsing,24571,django/core/management/commands/testserver.py
426b63b,Claude Paroz,2015-04-03 11:26:20,Fixed #24571 -- Restored testserver positional arguments parsing,24571,tests/admin_scripts/tests.py
30a3c2f,Baptiste Mispelon,2015-04-02 16:49:41,Fixed #24566 -- Added support for serializing timedelta,24566,django/db/migrations/writer.py
30a3c2f,Baptiste Mispelon,2015-04-02 16:49:41,Fixed #24566 -- Added support for serializing timedelta,24566,tests/migrations/test_writer.py
3f4e778,Claude Paroz,2015-04-01 18:37:47,Refs #24500 -- Avoided locale.getpreferredencoding in makemessages,24500,django/core/management/commands/makemessages.py
a184a99,Tim Graham,2015-04-01 13:08:43,Refs #24538 -- Simplified a test per Aymeric's feedback.,24538,tests/template_backends/test_jinja2.py
0808ccc,Preston Timmons,2015-03-31 21:57:26,"Fixed #23441, #24555 -- Improved the behavior of InclusionNode.",23441,django/template/base.py
0808ccc,Preston Timmons,2015-03-31 21:57:26,"Fixed #23441, #24555 -- Improved the behavior of InclusionNode.",23441,tests/template_tests/templatetags/inclusion.py
0808ccc,Preston Timmons,2015-03-31 21:57:26,"Fixed #23441, #24555 -- Improved the behavior of InclusionNode.",23441,tests/template_tests/test_custom.py
4ea1909,Tim Heap,2015-03-31 15:37:17,Fixed #24538 -- Allowed self in Jinja context,24538,django/template/backends/jinja2.py
4ea1909,Tim Heap,2015-03-31 15:37:17,Fixed #24538 -- Allowed self in Jinja context,24538,tests/template_backends/test_jinja2.py
c7ec3c0,Markus Holtermann,2015-03-28 18:57:51,Fixed #24537 -- Ignored field order in RenameModel detection,24537,django/db/migrations/autodetector.py
c7ec3c0,Markus Holtermann,2015-03-28 18:57:51,Fixed #24537 -- Ignored field order in RenameModel detection,24537,tests/migrations/test_autodetector.py
c2bfd76,Claude Paroz,2015-03-27 20:07:35,Refs #15779 -- Fixed UserChangeForm regression introduced by 1791a7e75,15779,django/contrib/auth/forms.py
c2bfd76,Claude Paroz,2015-03-27 20:07:35,Refs #15779 -- Fixed UserChangeForm regression introduced by 1791a7e75,15779,tests/auth_tests/test_views.py
4ee0895,Marco Fucci,2015-03-26 18:47:07,Fixed #24505 -- Fixed clash with hidden m2m fields.,24505,django/db/models/fields/related.py
4ee0895,Marco Fucci,2015-03-26 18:47:07,Fixed #24505 -- Fixed clash with hidden m2m fields.,24505,tests/m2m_regress/models.py
4ee0895,Marco Fucci,2015-03-26 18:47:07,Fixed #24505 -- Fixed clash with hidden m2m fields.,24505,tests/m2m_regress/tests.py
4ee0895,Marco Fucci,2015-03-26 18:47:07,Fixed #24505 -- Fixed clash with hidden m2m fields.,24505,tests/model_meta/results.py
4ee0895,Marco Fucci,2015-03-26 18:47:07,Fixed #24505 -- Fixed clash with hidden m2m fields.,24505,tests/model_meta/tests.py
3e64f3d,Bertrand Bordage,2015-02-14 15:20:43,Fixed #24531 -- Improved CommaSeparatedIntegerField validation.,24531,django/core/validators.py
3e64f3d,Bertrand Bordage,2015-02-14 15:20:43,Fixed #24531 -- Improved CommaSeparatedIntegerField validation.,24531,tests/model_forms/tests.py
3e64f3d,Bertrand Bordage,2015-02-14 15:20:43,Fixed #24531 -- Improved CommaSeparatedIntegerField validation.,24531,tests/validators/tests.py
